,bathrooms,bedrooms,borough,city,leaseLength,postal_code,rating,rent,rental_title,sqft,state,street_address,pet_cat,pet_dog,built_year,property_size,amenity_air conditioning,amenity_alcove,amenity_balcony,amenity_basketball,amenity_bike storage,amenity_business,amenity_cable,amenity_ceiling fans,amenity_charging station,amenity_clubhouse,amenity_concierge,amenity_controlled,amenity_courtyard,amenity_dishwasher,amenity_disposal,amenity_dry cleaning,amenity_elevator,amenity_fitness,amenity_furnished,amenity_game,amenity_gated,amenity_granite,amenity_grill,amenity_hardwood,amenity_heat/hot water included,amenity_heating,amenity_high ceilings,amenity_internet,amenity_laundary facilities,amenity_laundry service,amenity_library,amenity_lounge,amenity_maid,amenity_maintenance,amenity_manager,amenity_microwave,amenity_movie,amenity_online service,amenity_oven,amenity_package,amenity_parking available,amenity_parking garage,amenity_parking security,amenity_patio,amenity_pet care,amenity_pet play area,amenity_picnic,amenity_planned social activities,amenity_playground,amenity_pool,amenity_private outdoor space,amenity_recycling,amenity_refrigerator,amenity_renovated,amenity_retail,amenity_rooftop,amenity_smoke free,amenity_spa,amenity_stainless,amenity_storage space,amenity_stove,amenity_sundeck,amenity_terrace,amenity_tub,amenity_views,amenity_walk-in closets,amenity_washer/dryer,amenity_wheelchair,amenity_wifi,amenity_yoga studio,full_address,longitude,latitude
5518,1,0,Queens,queens,12,,4,1600.0,2350 Waters Edge Dr Unit 3F,500.0,NY,2350 Waters Edge Dr Unit 3F,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"2350 Waters Edge Dr Unit 3F, queens, NY",,
5519,1,2,Queens,queens,12,,4,2500.0,70-01 113th St Unit 3E,1100.0,NY,70-01 113th St Unit 3E,1,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70-01 113th St Unit 3E, queens, NY",,
5520,1,1,Queens,queens,12,,4,2355.0,104-40 Queens Blvd Unit 4,800.0,NY,104-40 Queens Blvd Unit 4,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104-40 Queens Blvd Unit 4, queens, NY",,
5521,2,3,Queens,queens,12,,4,3850.0,69-11 Yellowstone Blvd Unit B3,1500.0,NY,69-11 Yellowstone Blvd Unit B3,1,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"69-11 Yellowstone Blvd Unit B3, queens, NY",,
5522,4,4,Queens,queens,12,,4,3900.0,322 Soundview Ln,2400.0,NY,322 Soundview Ln,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"322 Soundview Ln, queens, NY",,
5523,1,1,Queens,queens,12,,4,2800.0,4615 Center Blvd Unit 25E,900.0,NY,4615 Center Blvd Unit 25E,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4615 Center Blvd Unit 25E, queens, NY",,
5524,1,1,Queens,queens,13,,4,1550.0,50-04 65th St,700.0,NY,50-04 65th St,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50-04 65th St, queens, NY",,
5525,1,3,Queens,queens,12,,4,2950.0,43-15 25th Ave Unit 2,1000.0,NY,43-15 25th Ave Unit 2,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43-15 25th Ave Unit 2, queens, NY",,
5526,2,3,Queens,queens,12,,4,2650.0,67-25 Exeter St,1000.0,NY,67-25 Exeter St,1,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67-25 Exeter St, queens, NY",,
5527,1,1,Queens,queens,12,,4,1550.0,32-31 Greenpoint Ave,700.0,NY,32-31 Greenpoint Ave,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32-31 Greenpoint Ave, queens, NY",,
5528,1,1,Queens,queens,12,,4,1904.0,8905 166th St Unit APT,800.0,NY,8905 166th St Unit APT,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"8905 166th St Unit APT, queens, NY",,
5529,1,1,Queens,queens,12,,4,1704.0,8787 171st St Unit 7F,900.0,NY,8787 171st St Unit 7F,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"8787 171st St Unit 7F, queens, NY",,
5530,2,4,Queens,bellerose,12,,4,3500.0,19305 87th Ave,2500.0,NY,19305 87th Ave,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"19305 87th Ave, bellerose, NY",,
5531,1,1,Queens,queens,12,,4,1733.0,9014 148th St Unit APT,850.0,NY,9014 148th St Unit APT,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"9014 148th St Unit APT, queens, NY",,
5532,1,1,Queens,queens,12,,4,1759.0,9014 148th St Unit 1,850.0,NY,9014 148th St Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"9014 148th St Unit 1, queens, NY",,
5533,1,0,Queens,queens,12,,4,1453.0,8025 Parsons Blvd Unit apt,600.0,NY,8025 Parsons Blvd Unit apt,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"8025 Parsons Blvd Unit apt, queens, NY",,
5534,1,1,Queens,queens,12,,4,1850.0,2806 172nd St Unit apt,750.0,NY,2806 172nd St Unit apt,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2806 172nd St Unit apt, queens, NY",,
5535,1,1,Queens,queens,12,,4,1575.0,86-45 Winchester Blvd Unit 1,750.0,NY,86-45 Winchester Blvd Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86-45 Winchester Blvd Unit 1, queens, NY",,
5536,1,0,Queens,queens,12,,4,2000.0,135-17 Northern Blvd Unit 7B,653.0,NY,135-17 Northern Blvd Unit 7B,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"135-17 Northern Blvd Unit 7B, queens, NY",,
5537,1,1,Queens,queens,12,,4,1850.0,17206 28th Ave Unit apt,750.0,NY,17206 28th Ave Unit apt,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"17206 28th Ave Unit apt, queens, NY",,
5538,1,1,Queens,queens,12,,4,1800.0,4011 34th Ave Unit A,750.0,NY,4011 34th Ave Unit A,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4011 34th Ave Unit A, queens, NY",,
5539,1,1,Queens,queens,12,,4,1550.0,195-02 104th Ave Unit 4e,700.0,NY,195-02 104th Ave Unit 4e,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"195-02 104th Ave Unit 4e, queens, NY",,
5540,1,1,Queens,queens,12,,4,1704.0,8787 171st St Unit 2H,750.0,NY,8787 171st St Unit 2H,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8787 171st St Unit 2H, queens, NY",,
5541,1,0,Queens,queens,12,,4,1453.0,8805 166th St Unit 8E,600.0,NY,8805 166th St Unit 8E,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8805 166th St Unit 8E, queens, NY",,
5542,1,0,Queens,queens,12,,4,1403.0,88-48 148th St Unit 2E,600.0,NY,88-48 148th St Unit 2E,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"88-48 148th St Unit 2E, queens, NY",,
5543,2,3,Queens,queens,12,,4,3000.0,86-7 164th St Unit 1,1150.0,NY,86-7 164th St Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86-7 164th St Unit 1, queens, NY",,
5544,2,2,Queens,bellerose,12,,4,2900.0,15304 87th Ave Unit APT,1100.0,NY,15304 87th Ave Unit APT,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15304 87th Ave Unit APT, bellerose, NY",,
5545,1,1,Queens,queens,12,,4,1704.0,8787 171st St Unit 6M,800.0,NY,8787 171st St Unit 6M,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8787 171st St Unit 6M, queens, NY",,
5546,1,1,Queens,queens,12,,4,1950.0,8418 118th St Unit apt,800.0,NY,8418 118th St Unit apt,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8418 118th St Unit apt, queens, NY",,
5547,1,3,Queens,queens,12,,4,2200.0,101-27 95th St Unit 1,700.0,NY,101-27 95th St Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101-27 95th St Unit 1, queens, NY",,
5548,1,1,Queens,queens,12,,4,1600.0,40-52 Junction Blvd Unit 3,600.0,NY,40-52 Junction Blvd Unit 3,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40-52 Junction Blvd Unit 3, queens, NY",,
5549,1,2,Queens,queens,12,,4,1950.0,6763 78th St Unit 2FL,700.0,NY,6763 78th St Unit 2FL,1,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6763 78th St Unit 2FL, queens, NY",,
5550,1,2,Queens,queens,12,,4,2004.0,19556 90th Ave Unit apt,950.0,NY,19556 90th Ave Unit apt,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19556 90th Ave Unit apt, queens, NY",,
5551,1,0,Queens,queens,12,,4,1503.0,8024 Parsons Blvd Unit 1,600.0,NY,8024 Parsons Blvd Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"8024 Parsons Blvd Unit 1, queens, NY",,
5552,1,0,Queens,queens,12,,4,1554.0,80-24 161st Ave Unit 1,600.0,NY,80-24 161st Ave Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"80-24 161st Ave Unit 1, queens, NY",,
5553,1,1,Queens,queens,12,,4,1550.0,8722 Winchester Blvd Unit 1,800.0,NY,8722 Winchester Blvd Unit 1,1,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8722 Winchester Blvd Unit 1, queens, NY",,
5554,1,1,Queens,queens,12,,4,1695.0,8727 169th St Unit 1,850.0,NY,8727 169th St Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8727 169th St Unit 1, queens, NY",,
5555,1,1,Queens,queens,12,,4,1795.0,42-5 205th St Unit 1,750.0,NY,42-5 205th St Unit 1,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42-5 205th St Unit 1, queens, NY",,
5556,1,2,Queens,queens,12,,4,1995.0,42-5 205th St Unit 2,1050.0,NY,42-5 205th St Unit 2,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42-5 205th St Unit 2, queens, NY",,
5557,2,3,Queens,queens,12,,4,2250.0,16625 84th Ave Unit 3,1050.0,NY,16625 84th Ave Unit 3,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16625 84th Ave Unit 3, queens, NY",,
5558,1,1,Queens,queens,12,,4,1550.0,184-12 Hillside Avenue Unit 1,550.0,NY,184-12 Hillside Avenue Unit 1,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"184-12 Hillside Avenue Unit 1, queens, NY",,
5559,1,0,Queens,queens,12,,4,1449.0,8715 167th St Unit 1,600.0,NY,8715 167th St Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"8715 167th St Unit 1, queens, NY",,
5560,1,2,Queens,queens,12,,4,1900.0,210-16 Hillside Avenue Unit 2f,1050.0,NY,210-16 Hillside Avenue Unit 2f,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"210-16 Hillside Avenue Unit 2f, queens, NY",,
5561,1,1,Queens,queens,12,,4,1795.0,14224 85th Ave Unit 1,750.0,NY,14224 85th Ave Unit 1,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14224 85th Ave Unit 1, queens, NY",,
5562,1,1,Queens,queens,12,,4,1795.0,42-1 205th St Unit 1,750.0,NY,42-1 205th St Unit 1,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42-1 205th St Unit 1, queens, NY",,
5563,1,1,Queens,queens,12,,4,1825.0,3410 147th St Unit 1,750.0,NY,3410 147th St Unit 1,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"3410 147th St Unit 1, queens, NY",,
5564,1,1,Queens,queens,12,,4,1800.0,183-25 Hillside Avenue Unit 1,1000.0,NY,183-25 Hillside Avenue Unit 1,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"183-25 Hillside Avenue Unit 1, queens, NY",,
5565,1,1,Queens,queens,12,,4,2250.0,37-16 32nd St Unit 1,750.0,NY,37-16 32nd St Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37-16 32nd St Unit 1, queens, NY",,
5566,1,0,Queens,queens,12,,4,1450.0,183-12 Hillside Avenue Unit 1,550.0,NY,183-12 Hillside Avenue Unit 1,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"183-12 Hillside Avenue Unit 1, queens, NY",,
5567,2,4,Queens,queens,12,,4,4500.0,201-20 36th Ave,3000.0,NY,201-20 36th Ave,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"201-20 36th Ave, queens, NY",,
5568,1,1,Queens,queens,12,,4,2500.0,13-03 40th Ave Unit 10,758.0,NY,13-03 40th Ave Unit 10,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"13-03 40th Ave Unit 10, queens, NY",,
5569,2,5,Queens,queens,12,,4,5500.0,60-29 Linden St Unit 1,1917.55,NY,60-29 Linden St Unit 1,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60-29 Linden St Unit 1, queens, NY",,
5570,1,0,Queens,queens,12,,4,2300.0,7956 Metropolitan Ave Unit 2,498.36114570361144,NY,7956 Metropolitan Ave Unit 2,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7956 Metropolitan Ave Unit 2, queens, NY",,
5571,2,2,Queens,queens,12,,4,2900.0,4026 College Point Blvd Unit 16P,1100.0,NY,4026 College Point Blvd Unit 16P,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"4026 College Point Blvd Unit 16P, queens, NY",,
5572,2,3,Queens,queens,12,,4,2200.0,59-46 161st St,1500.0,NY,59-46 161st St,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"59-46 161st St, queens, NY",,
5573,1,2,Queens,queens,12,,4,1950.0,122-04 Metropolitan Ave Unit 5a,850.0,NY,122-04 Metropolitan Ave Unit 5a,1,1,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"122-04 Metropolitan Ave Unit 5a, queens, NY",,
5574,1,1,Queens,queens,24,,4,1700.0,17020 Crocheron Ave,700.0,NY,17020 Crocheron Ave,0,0,1991,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17020 Crocheron Ave, queens, NY",,
