,bathrooms,bedrooms,borough,city,leaseLength,postal_code,rating,rent,rental_title,sqft,state,street_address,pet_cat,pet_dog,built_year,property_size,amenity_air conditioning,amenity_alcove,amenity_balcony,amenity_basketball,amenity_bike storage,amenity_business,amenity_cable,amenity_ceiling fans,amenity_charging station,amenity_clubhouse,amenity_concierge,amenity_controlled,amenity_courtyard,amenity_dishwasher,amenity_disposal,amenity_dry cleaning,amenity_elevator,amenity_fitness,amenity_furnished,amenity_game,amenity_gated,amenity_granite,amenity_grill,amenity_hardwood,amenity_heat/hot water included,amenity_heating,amenity_high ceilings,amenity_internet,amenity_laundary facilities,amenity_laundry service,amenity_library,amenity_lounge,amenity_maid,amenity_maintenance,amenity_manager,amenity_microwave,amenity_movie,amenity_online service,amenity_oven,amenity_package,amenity_parking available,amenity_parking garage,amenity_parking security,amenity_patio,amenity_pet care,amenity_pet play area,amenity_picnic,amenity_planned social activities,amenity_playground,amenity_pool,amenity_private outdoor space,amenity_recycling,amenity_refrigerator,amenity_renovated,amenity_retail,amenity_rooftop,amenity_smoke free,amenity_spa,amenity_stainless,amenity_storage space,amenity_stove,amenity_sundeck,amenity_terrace,amenity_tub,amenity_views,amenity_walk-in closets,amenity_washer/dryer,amenity_wheelchair,amenity_wifi,amenity_yoga studio,full_address,longitude,latitude
0,1,0,Manhattan,new york,24,10018.0,5,3255.0,555TEN,500.0,NY,555 10th Ave,1,1,2017,598,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,"555 10th Ave, new york, NY",-73.9959545,40.7590011
4,1,1,Manhattan,new york,24,10018.0,5,4732.5,555TEN,550.0,NY,555 10th Ave,1,1,2017,598,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,"555 10th Ave, new york, NY",-73.9959545,40.7590011
10,2,2,Manhattan,new york,24,10018.0,5,6860.0,555TEN,967.0,NY,555 10th Ave,1,1,2017,598,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,"555 10th Ave, new york, NY",-73.9959545,40.7590011
15,3,3,Manhattan,new york,24,10018.0,5,9940.0,555TEN,1000.0,NY,555 10th Ave,1,1,2017,598,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,"555 10th Ave, new york, NY",-73.9959545,40.7590011
34,1,0,Manhattan,new york,27,10001.0,5,3456.5,EOS,516.0,NY,100 W 31st St,1,1,2016,375,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"100 W 31st St, new york, NY",-73.9898898,40.747661
38,1,1,Manhattan,new york,27,10001.0,5,4730.0,EOS,680.5,NY,100 W 31st St,1,1,2016,375,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"100 W 31st St, new york, NY",,
56,1,0,Manhattan,new york,24,10019.0,5,2614.0,VIA 57 WEST,407.0,NY,625 W 57th St,1,1,2016,709,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"625 W 57th St, new york, NY",,
60,1,1,Manhattan,new york,24,10019.0,5,4581.0,VIA 57 WEST,795.5,NY,625 W 57th St,1,1,2016,709,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"625 W 57th St, new york, NY",,
64,2,3,Manhattan,new york,24,10019.0,5,10285.0,VIA 57 WEST,1244.0,NY,625 W 57th St,1,1,2016,709,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"625 W 57th St, new york, NY",,
76,1,0,Manhattan,new york,24,10001.0,5,3608.5,The Eugene,502.0,NY,435 W 31st St,1,1,2017,844,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"435 W 31st St, new york, NY",,
79,1,1,Manhattan,new york,24,10001.0,5,4500.0,The Eugene,721.0,NY,435 W 31st St,1,1,2017,844,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"435 W 31st St, new york, NY",,
86,2,2,Manhattan,new york,24,10001.0,5,7110.0,The Eugene,1136.0,NY,435 W 31st St,1,1,2017,844,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"435 W 31st St, new york, NY",,
92,2,3,Manhattan,new york,13,10001.0,5,13100.0,The Eugene,1410.0,NY,435 W 31st St,1,1,2017,844,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"435 W 31st St, new york, NY",,
112,1,0,Manhattan,new york,24,10023.0,5,3175.0,Dorchester Towers,556.0,NY,155 W 68th St,1,1,1965,683,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"155 W 68th St, new york, NY",,
114,1,1,Manhattan,new york,24,10023.0,5,3895.0,Dorchester Towers,601.0,NY,155 W 68th St,1,1,1965,683,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"155 W 68th St, new york, NY",,
118,2,2,Manhattan,new york,24,10023.0,5,7495.0,Dorchester Towers,1387.0,NY,155 W 68th St,1,1,1965,683,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"155 W 68th St, new york, NY",,
130,1,0,Manhattan,new york,12,10128.0,5,2780.0,Normandie Court,419.0,NY,225 E 95th St,1,1,1985,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"225 E 95th St, new york, NY",,
132,1,1,Manhattan,new york,18,10128.0,5,3150.0,Normandie Court,619.5,NY,225 E 95th St,1,1,1985,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"225 E 95th St, new york, NY",,
135,2,2,Manhattan,new york,11,10128.0,5,4115.0,Normandie Court,838.0,NY,225 E 95th St,1,1,1985,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"225 E 95th St, new york, NY",,
137,1,2,Manhattan,new york,11,10128.0,5,4325.0,Normandie Court,890.0,NY,225 E 95th St,1,1,1985,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"225 E 95th St, new york, NY",,
141,2,3,Manhattan,new york,13,10128.0,5,5410.0,Normandie Court,1065.0,NY,225 E 95th St,1,1,1985,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"225 E 95th St, new york, NY",,
158,1,0,Manhattan,new york,24,10023.0,5,2970.0,21 WEA,513.0,NY,21 W End Ave,0,0,2016,616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,"21 W End Ave, new york, NY",,
162,1,1,Manhattan,new york,24,10023.0,5,4440.0,21 WEA,771.5,NY,21 W End Ave,0,0,2016,616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,"21 W End Ave, new york, NY",,
167,2,2,Manhattan,new york,24,10023.0,5,6905.0,21 WEA,1024.0,NY,21 W End Ave,0,0,2016,616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,"21 W End Ave, new york, NY",,
170,2,3,Manhattan,new york,13,10023.0,5,8680.0,21 WEA,1185.0,NY,21 W End Ave,0,0,2016,616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,"21 W End Ave, new york, NY",,
186,1,1,Manhattan,new york,13,10009.0,4,3924.0,Stuyvesant Town,780.0,NY,252 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"252 1st Ave, new york, NY",,
187,1,2,Manhattan,new york,13,10009.0,4,3653.5,Stuyvesant Town,726.0,NY,252 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"252 1st Ave, new york, NY",,
188,1,3,Manhattan,new york,13,10009.0,4,4652.5,Stuyvesant Town,940.0,NY,252 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"252 1st Ave, new york, NY",,
257,2,5,Manhattan,new york,13,10009.0,4,8495.0,Stuyvesant Town,1684.0,NY,252 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"252 1st Ave, new york, NY",,
330,1,1,Manhattan,new york,13,10010.0,4,3897.0,Peter Cooper Village,944.0,NY,360 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"360 1st Ave, new york, NY",,
332,2,2,Manhattan,new york,13,10010.0,4,5011.0,Peter Cooper Village,1211.0,NY,360 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"360 1st Ave, new york, NY",,
339,2,3,Manhattan,new york,13,10010.0,4,5622.0,Peter Cooper Village,1223.0,NY,360 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"360 1st Ave, new york, NY",,
428,1,1,Manhattan,new york,13,10016.0,5,3600.0,Murray Hill Marquis,687.0,NY,150 E 34th St,0,0,2017,282,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"150 E 34th St, new york, NY",,
429,1,0,Manhattan,new york,13,10016.0,5,2502.5,Murray Hill Marquis,408.0,NY,150 E 34th St,0,0,2017,282,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"150 E 34th St, new york, NY",,
458,1,0,Manhattan,new york,13,10025.0,5,3507.5,Avalon Morningside Park,542.0,NY,1 Morningside Dr,1,1,2009,295,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,"1 Morningside Dr, new york, NY",,
459,1,1,Manhattan,new york,13,10025.0,5,3715.0,Avalon Morningside Park,746.0,NY,1 Morningside Dr,1,1,2009,295,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,"1 Morningside Dr, new york, NY",,
463,2,2,Manhattan,new york,13,10025.0,5,5870.0,Avalon Morningside Park,1061.0,NY,1 Morningside Dr,1,1,2009,295,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,"1 Morningside Dr, new york, NY",,
530,1,0,Manhattan,new york,13,10019.0,5,3365.5,Avalon Midtown West,559.0,NY,250 W 50th St,1,1,1998,550,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,"250 W 50th St, new york, NY",,
531,1,1,Manhattan,new york,13,10019.0,5,3462.5,Avalon Midtown West,666.0,NY,250 W 50th St,1,1,1998,550,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,"250 W 50th St, new york, NY",,
544,2,2,Manhattan,new york,13,10019.0,5,5316.0,Avalon Midtown West,953.0,NY,250 W 50th St,1,1,1998,550,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,"250 W 50th St, new york, NY",,
588,1,0,Manhattan,new york,13,10019.0,5,2572.5,Avalon Clinton North,398.0,NY,515 W 52nd St,1,1,2007,627,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,"515 W 52nd St, new york, NY",,
598,1,1,Manhattan,new york,13,10019.0,5,3016.5,Avalon Clinton North,585.0,NY,515 W 52nd St,1,1,2007,627,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,"515 W 52nd St, new york, NY",,
614,2,2,Manhattan,new york,13,10019.0,5,4921.0,Avalon Clinton North,970.0,NY,515 W 52nd St,1,1,2007,627,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,"515 W 52nd St, new york, NY",,
700,1,1,Manhattan,new york,13,10007.0,5,4029.0,Barclay Tower,642.0,NY,6-10 Barclay St,0,0,2006,396,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"6-10 Barclay St, new york, NY",,
701,1,0,Manhattan,new york,13,10023.0,5,2450.0,West End Towers,498.36114570361144,NY,55-75 W End Ave,1,1,1994,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"55-75 W End Ave, new york, NY",,
703,1,1,Manhattan,new york,13,10023.0,5,3595.0,West End Towers,634.0,NY,55-75 W End Ave,1,1,1994,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"55-75 W End Ave, new york, NY",,
704,2,2,Manhattan,new york,13,10023.0,5,4650.0,West End Towers,933.0,NY,55-75 W End Ave,1,1,1994,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"55-75 W End Ave, new york, NY",,
705,2,3,Manhattan,new york,13,10023.0,5,6150.0,West End Towers,1217.683426443203,NY,55-75 W End Ave,1,1,1994,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"55-75 W End Ave, new york, NY",,
711,1,1,Manhattan,new york,13,10029.0,5,3000.0,Monterey At Lex,707.177836285304,NY,1501 Lexington Ave,1,1,2003,211,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,"1501 Lexington Ave, new york, NY",,
713,1,1,Manhattan,new york,13,10011.0,3,4500.0,212 West 20th Street,707.177836285304,NY,212 W 20th St,0,0,1938,12,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"212 W 20th St, new york, NY",,
715,1,0,Manhattan,new york,13,10128.0,5,2907.0,The Monterey,498.36114570361144,NY,175 E 96th St,1,0,1992,522,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"175 E 96th St, new york, NY",,
717,2,2,Manhattan,new york,13,10128.0,5,4846.0,The Monterey,972.7180989583334,NY,175 E 96th St,1,0,1992,522,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"175 E 96th St, new york, NY",,
718,1,1,Manhattan,new york,13,10128.0,5,3415.0,The Monterey,707.177836285304,NY,175 E 96th St,1,0,1992,522,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"175 E 96th St, new york, NY",,
723,2,3,Manhattan,new york,24,10019.0,5,6003.0,FRANK 57 WEST,1071.0,NY,600 W 58th St,0,0,2017,65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"600 W 58th St, new york, NY",,
725,1,0,Manhattan,new york,6,10005.0,5,2727.5,63 Wall Street,548.0,NY,63 Wall St,0,0,1929,143,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,"63 Wall St, new york, NY",,
735,1,1,Manhattan,new york,6,10005.0,5,2983.0,63 Wall Street,490.0,NY,63 Wall St,0,0,1929,143,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,"63 Wall St, new york, NY",,
738,1,2,Manhattan,new york,6,10005.0,5,4243.0,63 Wall Street,669.0,NY,63 Wall St,0,0,1929,143,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,"63 Wall St, new york, NY",,
740,2,2,Manhattan,new york,6,10005.0,5,4636.0,63 Wall Street,800.0,NY,63 Wall St,0,0,1929,143,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,"63 Wall St, new york, NY",,
771,1,0,Manhattan,new york,24,10019.0,5,2446.0,The Helena,440.0,NY,601 W 57th St,1,1,2003,597,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,"601 W 57th St, new york, NY",,
777,1,1,Manhattan,new york,24,10019.0,5,3083.0,The Helena,633.0,NY,601 W 57th St,1,1,2003,597,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,"601 W 57th St, new york, NY",,
