,bathrooms,bedrooms,borough,city,leaseLength,postal_code,rating,rent,rental_title,sqft,state,street_address,pet_cat,pet_dog,built_year,property_size,amenity_air conditioning,amenity_alcove,amenity_balcony,amenity_basketball,amenity_bike storage,amenity_business,amenity_cable,amenity_ceiling fans,amenity_charging station,amenity_clubhouse,amenity_concierge,amenity_controlled,amenity_courtyard,amenity_dishwasher,amenity_disposal,amenity_dry cleaning,amenity_elevator,amenity_fitness,amenity_furnished,amenity_game,amenity_gated,amenity_granite,amenity_grill,amenity_hardwood,amenity_heat/hot water included,amenity_heating,amenity_high ceilings,amenity_internet,amenity_laundary facilities,amenity_laundry service,amenity_library,amenity_lounge,amenity_maid,amenity_maintenance,amenity_manager,amenity_microwave,amenity_movie,amenity_online service,amenity_oven,amenity_package,amenity_parking available,amenity_parking garage,amenity_parking security,amenity_patio,amenity_pet care,amenity_pet play area,amenity_picnic,amenity_planned social activities,amenity_playground,amenity_pool,amenity_private outdoor space,amenity_recycling,amenity_refrigerator,amenity_renovated,amenity_retail,amenity_rooftop,amenity_smoke free,amenity_spa,amenity_stainless,amenity_storage space,amenity_stove,amenity_sundeck,amenity_terrace,amenity_tub,amenity_views,amenity_walk-in closets,amenity_washer/dryer,amenity_wheelchair,amenity_wifi,amenity_yoga studio,full_address,longitude,latitude
0,1,0,Manhattan,new york,13,10025.0,5,3507.5,Avalon Morningside Park,542.0,NY,1 Morningside Dr,1,1,2009,295,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,"1 Morningside Dr, new york, NY",-73.9615998,40.8024385
1,1,1,Manhattan,new york,13,10025.0,5,3715.0,Avalon Morningside Park,746.0,NY,1 Morningside Dr,1,1,2009,295,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,"1 Morningside Dr, new york, NY",-73.9615998,40.8024385
4,2,2,Manhattan,new york,13,10025.0,5,5840.0,Avalon Morningside Park,1061.0,NY,1 Morningside Dr,1,1,2009,295,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,"1 Morningside Dr, new york, NY",-73.9615998,40.8024385
72,1,0,Manhattan,new york,13,10019.0,5,3350.5,Avalon Midtown West,559.0,NY,250 W 50th St,1,1,1998,550,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,"250 W 50th St, new york, NY",-73.9858466,40.7618477
73,1,1,Manhattan,new york,13,10019.0,5,3442.5,Avalon Midtown West,666.0,NY,250 W 50th St,1,1,1998,550,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,"250 W 50th St, new york, NY",-73.9858466,40.7618477
87,2,2,Manhattan,new york,13,10019.0,5,5316.0,Avalon Midtown West,953.0,NY,250 W 50th St,1,1,1998,550,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,"250 W 50th St, new york, NY",-73.9858466,40.7618477
130,1,0,Manhattan,new york,13,10019.0,5,2622.5,Avalon Clinton North,398.0,NY,515 W 52nd St,1,1,2007,627,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,"515 W 52nd St, new york, NY",-73.99162749999999,40.7665134
140,1,1,Manhattan,new york,13,10019.0,5,3049.0,Avalon Clinton North,585.0,NY,515 W 52nd St,1,1,2007,627,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,"515 W 52nd St, new york, NY",-73.99162749999999,40.7665134
156,2,2,Manhattan,new york,13,10019.0,5,5637.0,Avalon Clinton North,971.0,NY,515 W 52nd St,1,1,2007,627,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,"515 W 52nd St, new york, NY",-73.99162749999999,40.7665134
242,1,0,Manhattan,new york,24,10001.0,5,3608.5,The Eugene,502.0,NY,435 W 31st St,1,1,2017,844,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"435 W 31st St, new york, NY",-73.99891819999999,40.7522644
245,1,1,Manhattan,new york,24,10001.0,5,4500.0,The Eugene,721.0,NY,435 W 31st St,1,1,2017,844,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"435 W 31st St, new york, NY",-73.99891819999999,40.7522644
252,2,2,Manhattan,new york,24,10001.0,5,7110.0,The Eugene,1136.0,NY,435 W 31st St,1,1,2017,844,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"435 W 31st St, new york, NY",-73.99891819999999,40.7522644
258,2,3,Manhattan,new york,13,10001.0,5,13100.0,The Eugene,1410.0,NY,435 W 31st St,1,1,2017,844,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"435 W 31st St, new york, NY",-73.99891819999999,40.7522644
278,1,0,Manhattan,new york,24,10023.0,5,3125.0,Dorchester Towers,529.0,NY,155 W 68th St,1,1,1965,683,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"155 W 68th St, new york, NY",-73.9827652,40.7761347
280,1,1,Manhattan,new york,24,10023.0,5,3895.0,Dorchester Towers,601.0,NY,155 W 68th St,1,1,1965,683,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"155 W 68th St, new york, NY",-73.9827652,40.7761347
284,2,2,Manhattan,new york,24,10023.0,5,7495.0,Dorchester Towers,1387.0,NY,155 W 68th St,1,1,1965,683,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"155 W 68th St, new york, NY",-73.9827652,40.7761347
294,1,0,Manhattan,new york,18,10128.0,5,2800.0,Normandie Court,439.5,NY,225 E 95th St,1,1,1985,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"225 E 95th St, new york, NY",-73.948407,40.7845051
296,1,1,Manhattan,new york,11,10128.0,5,3130.0,Normandie Court,619.5,NY,225 E 95th St,1,1,1985,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"225 E 95th St, new york, NY",-73.948407,40.7845051
299,1,2,Manhattan,new york,11,10128.0,5,4420.0,Normandie Court,890.0,NY,225 E 95th St,1,1,1985,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"225 E 95th St, new york, NY",-73.948407,40.7845051
303,2,3,Manhattan,new york,13,10128.0,5,5415.0,Normandie Court,1065.0,NY,225 E 95th St,1,1,1985,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"225 E 95th St, new york, NY",-73.948407,40.7845051
318,1,0,Manhattan,new york,24,10023.0,5,2970.0,21 WEA,513.0,NY,21 W End Ave,0,0,2016,616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,"21 W End Ave, new york, NY",-73.99026479999999,40.7727775
322,1,1,Manhattan,new york,24,10023.0,5,4440.0,21 WEA,771.5,NY,21 W End Ave,0,0,2016,616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,"21 W End Ave, new york, NY",-73.99026479999999,40.7727775
327,2,2,Manhattan,new york,24,10023.0,5,6905.0,21 WEA,1024.0,NY,21 W End Ave,0,0,2016,616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,"21 W End Ave, new york, NY",-73.99026479999999,40.7727775
330,2,3,Manhattan,new york,13,10023.0,5,8680.0,21 WEA,1185.0,NY,21 W End Ave,0,0,2016,616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,"21 W End Ave, new york, NY",-73.99026479999999,40.7727775
346,1,0,Manhattan,new york,27,10001.0,5,3456.5,EOS,516.0,NY,100 W 31st St,1,1,2016,375,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"100 W 31st St, new york, NY",-73.9898898,40.747661
350,1,1,Manhattan,new york,27,10001.0,5,4730.0,EOS,680.5,NY,100 W 31st St,1,1,2016,375,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"100 W 31st St, new york, NY",-73.9898898,40.747661
368,1,0,Manhattan,new york,24,10019.0,5,3400.0,VIA 57 WEST,619.5,NY,625 W 57th St,1,1,2016,709,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"625 W 57th St, new york, NY",-73.99236739999999,40.7710359
371,1,1,Manhattan,new york,24,10019.0,5,4752.5,VIA 57 WEST,776.0,NY,625 W 57th St,1,1,2016,709,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"625 W 57th St, new york, NY",-73.99236739999999,40.7710359
375,2,1,Manhattan,new york,24,10019.0,5,6257.0,VIA 57 WEST,1046.0,NY,625 W 57th St,1,1,2016,709,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"625 W 57th St, new york, NY",-73.99236739999999,40.7710359
390,1,0,Manhattan,new york,24,10018.0,5,3255.0,555TEN,500.0,NY,555 10th Ave,1,1,2017,598,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,"555 10th Ave, new york, NY",-73.9959545,40.7590011
394,1,1,Manhattan,new york,24,10018.0,5,4732.5,555TEN,550.0,NY,555 10th Ave,1,1,2017,598,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,"555 10th Ave, new york, NY",-73.9959545,40.7590011
400,2,2,Manhattan,new york,24,10018.0,5,6860.0,555TEN,967.0,NY,555 10th Ave,1,1,2017,598,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,"555 10th Ave, new york, NY",-73.9959545,40.7590011
405,3,3,Manhattan,new york,24,10018.0,5,9940.0,555TEN,1000.0,NY,555 10th Ave,1,1,2017,598,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,"555 10th Ave, new york, NY",-73.9959545,40.7590011
424,1,1,Manhattan,new york,13,10011.0,3,4500.0,212 West 20th Street,710.1765432098765,NY,212 W 20th St,0,0,1938,12,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"212 W 20th St, new york, NY",-73.9978526,40.7424461
426,1,1,Manhattan,new york,13,10016.0,5,3600.0,Murray Hill Marquis,687.0,NY,150 E 34th St,0,0,2017,282,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"150 E 34th St, new york, NY",-73.979276,40.7459438
427,1,0,Manhattan,new york,13,10016.0,5,2502.5,Murray Hill Marquis,408.0,NY,150 E 34th St,0,0,2017,282,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"150 E 34th St, new york, NY",-73.979276,40.7459438
456,1,3,Manhattan,new york,13,10009.0,4,4632.5,Stuyvesant Town,938.0,NY,252 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"252 1st Ave, new york, NY",-73.9817186,40.73190109999999
458,1,2,Manhattan,new york,13,10009.0,4,4582.5,Stuyvesant Town,946.0,NY,252 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"252 1st Ave, new york, NY",-73.9817186,40.73190109999999
461,1,1,Manhattan,new york,13,10009.0,4,3572.5,Stuyvesant Town,741.0,NY,252 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"252 1st Ave, new york, NY",-73.9817186,40.73190109999999
524,2,5,Manhattan,new york,13,10009.0,4,8495.0,Stuyvesant Town,1684.0,NY,252 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"252 1st Ave, new york, NY",-73.9817186,40.73190109999999
594,1,1,Manhattan,new york,13,10010.0,4,3672.0,Peter Cooper Village,944.0,NY,360 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"360 1st Ave, new york, NY",-73.97901279999999,40.7355464
598,2,3,Manhattan,new york,13,10010.0,4,5627.5,Peter Cooper Village,1223.0,NY,360 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"360 1st Ave, new york, NY",-73.97901279999999,40.7355464
601,2,2,Manhattan,new york,13,10010.0,4,5081.0,Peter Cooper Village,1211.0,NY,360 1st Ave,1,1,1947,11250,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"360 1st Ave, new york, NY",-73.97901279999999,40.7355464
692,1,1,Manhattan,new york,13,10007.0,5,4029.0,Barclay Tower,642.0,NY,6-10 Barclay St,0,0,2006,396,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"6-10 Barclay St, new york, NY",-74.0091664,40.7122441
693,1,0,Manhattan,new york,13,10023.0,5,2625.0,West End Towers,487.6338797814208,NY,55-75 W End Ave,1,1,1994,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"55-75 W End Ave, new york, NY",-73.989323,40.7740233
694,1,1,Manhattan,new york,13,10023.0,5,2830.0,West End Towers,710.1765432098765,NY,55-75 W End Ave,1,1,1994,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"55-75 W End Ave, new york, NY",-73.989323,40.7740233
696,2,2,Manhattan,new york,13,10023.0,5,4650.0,West End Towers,933.0,NY,55-75 W End Ave,1,1,1994,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"55-75 W End Ave, new york, NY",-73.989323,40.7740233
697,2,3,Manhattan,new york,13,10023.0,5,6250.0,West End Towers,1230.2730769230768,NY,55-75 W End Ave,1,1,1994,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"55-75 W End Ave, new york, NY",-73.989323,40.7740233
703,1,0,Manhattan,new york,13,10128.0,5,2907.0,The Monterey,487.6338797814208,NY,175 E 96th St,1,0,1992,522,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"175 E 96th St, new york, NY",-73.9495341,40.7856733
706,2,2,Manhattan,new york,13,10128.0,5,4846.0,The Monterey,976.9782756279701,NY,175 E 96th St,1,0,1992,522,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"175 E 96th St, new york, NY",-73.9495341,40.7856733
707,1,1,Manhattan,new york,13,10128.0,5,3415.0,The Monterey,710.1765432098765,NY,175 E 96th St,1,0,1992,522,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"175 E 96th St, new york, NY",-73.9495341,40.7856733
713,1,1,Manhattan,new york,13,10029.0,5,3000.0,Monterey At Lex,710.1765432098765,NY,1501 Lexington Ave,1,1,2003,211,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,"1501 Lexington Ave, new york, NY",-73.95030799999999,40.7862659
716,2,3,Manhattan,new york,24,10019.0,5,6003.0,FRANK 57 WEST,1071.0,NY,600 W 58th St,0,0,2017,65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"600 W 58th St, new york, NY",-73.99147909999999,40.7708811
718,1,1,Manhattan,new york,11,10016.0,5,3787.5,Windsor Court,611.5,NY,155 E 31st St,1,1,1987,709,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"155 E 31st St, new york, NY",-73.9802622,40.7444089
724,2,2,Manhattan,new york,12,10016.0,5,5935.0,Windsor Court,1050.0,NY,155 E 31st St,1,1,1987,709,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"155 E 31st St, new york, NY",-73.9802622,40.7444089
734,1,0,Manhattan,new york,13,10036.0,5,2790.0,River Place,487.6338797814208,NY,650 W 42nd St,0,0,2000,921,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"650 W 42nd St, new york, NY",-74.0002238,40.7610401
736,1,1,Manhattan,new york,13,10036.0,5,3790.0,River Place,710.1765432098765,NY,650 W 42nd St,0,0,2000,921,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"650 W 42nd St, new york, NY",-74.0002238,40.7610401
