,bathrooms,bedrooms,borough,city,leaseLength,postal_code,rating,rent,rental_title,sqft,state,street_address,pet_cat,pet_dog,built_year,property_size,amenity_air conditioning,amenity_alcove,amenity_balcony,amenity_basketball,amenity_bike storage,amenity_business,amenity_cable,amenity_ceiling fans,amenity_charging station,amenity_clubhouse,amenity_concierge,amenity_controlled,amenity_courtyard,amenity_dishwasher,amenity_disposal,amenity_dry cleaning,amenity_elevator,amenity_fitness,amenity_furnished,amenity_game,amenity_gated,amenity_granite,amenity_grill,amenity_hardwood,amenity_heat/hot water included,amenity_heating,amenity_high ceilings,amenity_internet,amenity_laundary facilities,amenity_laundry service,amenity_library,amenity_lounge,amenity_maid,amenity_maintenance,amenity_manager,amenity_microwave,amenity_movie,amenity_online service,amenity_oven,amenity_package,amenity_parking available,amenity_parking garage,amenity_parking security,amenity_patio,amenity_pet care,amenity_pet play area,amenity_picnic,amenity_planned social activities,amenity_playground,amenity_pool,amenity_private outdoor space,amenity_recycling,amenity_refrigerator,amenity_renovated,amenity_retail,amenity_rooftop,amenity_smoke free,amenity_spa,amenity_stainless,amenity_storage space,amenity_stove,amenity_sundeck,amenity_terrace,amenity_tub,amenity_views,amenity_walk-in closets,amenity_washer/dryer,amenity_wheelchair,amenity_wifi,amenity_yoga studio,full_address,longitude,latitude
4371,1,2,Manhattan,new york,12,,4,2950.0,346 E 85th St Unit 1,750.0,NY,346 E 85th St Unit 1,1,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"346 E 85th St Unit 1, new york, NY",-73.9506048,40.7762684
4372,1,2,Manhattan,new york,12,,4,4000.0,71 E 3rd St Unit 16,750.0,NY,71 E 3rd St Unit 16,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71 E 3rd St Unit 16, new york, NY",-73.9885212,40.7252361
4373,1,1,Manhattan,new york,12,,4,2400.0,228 E 36th St Unit 00,800.0,NY,228 E 36th St Unit 00,1,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"228 E 36th St Unit 00, new york, NY",-73.97591299999999,40.746219
4374,1,0,Manhattan,new york,12,,4,2400.0,207 E 27th St,500.0,NY,207 E 27th St,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"207 E 27th St, new york, NY",-73.98047199999999,40.741241
4375,2,3,Manhattan,new york,12,,4,3595.0,326 E 100th St Unit 3,850.0,NY,326 E 100th St Unit 3,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"326 E 100th St Unit 3, new york, NY",-73.9438792,40.7861279
4376,1,1,Manhattan,new york,12,,4,1625.0,11 Hillside Ave Unit 5B,500.0,NY,11 Hillside Ave Unit 5B,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"11 Hillside Ave Unit 5B, new york, NY",-73.93062909999999,40.8586284
4377,3,3,Manhattan,new york,12,,4,11450.0,51 Murray Street Unit 518,1605.0,NY,51 Murray Street Unit 518,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"51 Murray Street Unit 518, new york, NY",-74.0094202,40.7143014
4378,2,3,Manhattan,new york,18,,4,5733.0,136 William St Unit 2B,1400.0,NY,136 William St Unit 2B,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"136 William St Unit 2B, new york, NY",-74.00634769999999,40.7091929
4379,1,0,Manhattan,new york,12,,4,1600.0,4580 Broadway Unit 2N,500.0,NY,4580 Broadway Unit 2N,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4580 Broadway Unit 2N, new york, NY",-73.93055799999999,40.860081
4380,1,2,Manhattan,new york,12,,4,5420.0,245 E 27th St,976.9782756279701,NY,245 E 27th St,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"245 E 27th St, new york, NY",-73.9792686,40.7406467
4381,2,2,Manhattan,new york,12,,4,7765.0,510 W 23rd St,1339.0,NY,510 W 23rd St,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"510 W 23rd St, new york, NY",-74.0046825,40.7479115
4382,1,3,Manhattan,new york,12,,4,3650.0,270 Riverside Dr,1230.2730769230768,NY,270 Riverside Dr,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"270 Riverside Dr, new york, NY",-73.973137,40.7980163
4383,2,0,Manhattan,new york,12,,4,7495.0,210 E 83rd St Unit 1e,487.6338797814208,NY,210 E 83rd St Unit 1e,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"210 E 83rd St Unit 1e, new york, NY",-73.9548512,40.7764101
4384,1,2,Manhattan,new york,12,,4,7529.0,17 W 24th St,976.9782756279701,NY,17 W 24th St,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17 W 24th St, new york, NY",-73.9903453,40.7429496
4385,3,3,Manhattan,new york,12,,4,20000.0,111 Greene St,2996.0,NY,111 Greene St,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"111 Greene St, new york, NY",-73.9998185,40.7248087
4386,2,2,Manhattan,new york,12,,4,12500.0,800 5th Ave,1500.0,NY,800 5th Ave,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"800 5th Ave, new york, NY",-73.9715995,40.7656117
4387,3,3,Manhattan,new york,24,,4,10495.0,35 E 84th St Unit DFSG5,2000.0,NY,35 E 84th St Unit DFSG5,1,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"35 E 84th St Unit DFSG5, new york, NY",-73.9593565,40.77954400000001
4388,1,1,Manhattan,new york,12,,4,2400.0,301 10th Ave Unit 4C,550.0,NY,301 10th Ave Unit 4C,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"301 10th Ave Unit 4C, new york, NY",-74.0024789,40.750566
4389,1,1,Manhattan,new york,12,,4,2600.0,246 E 71st St Unit 5S,600.0,NY,246 E 71st St Unit 5S,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"246 E 71st St Unit 5S, new york, NY",-73.95922089999999,40.7681154
4390,1,1,Manhattan,new york,12,,4,2400.0,102 W 80th St Unit 19,600.0,NY,102 W 80th St Unit 19,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102 W 80th St Unit 19, new york, NY",-73.9755857,40.7826314
4391,1,2,Manhattan,new york,12,,4,2200.0,168 E 101st St Unit 24,700.0,NY,168 E 101st St Unit 24,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"168 E 101st St Unit 24, new york, NY",-73.9484458,40.7887778
4392,1,0,Manhattan,new york,12,,4,2350.0,316 E 63rd St Unit 2C,487.6338797814208,NY,316 E 63rd St Unit 2C,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"316 E 63rd St Unit 2C, new york, NY",-73.9619077,40.7626041
4393,1,2,Manhattan,new york,12,,4,3095.0,500 Amsterdam Ave,900.0,NY,500 Amsterdam Ave,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500 Amsterdam Ave, new york, NY",-73.9586708,40.81056400000001
4394,1,0,Manhattan,new york,12,,4,1800.0,1132 1st Avenue Unit 2d,450.0,NY,1132 1st Avenue Unit 2d,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1132 1st Avenue Unit 2d, new york, NY",-73.9602123,40.7615373
4395,2,2,Manhattan,new york,12,,4,7150.0,1114 5th Ave,1150.0,NY,1114 5th Ave,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"1114 5th Ave, new york, NY",-73.9570329,40.7857606
4396,2,2,Manhattan,new york,12,,4,6525.0,500 E 30th St,1010.0,NY,500 E 30th St,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"500 E 30th St, new york, NY",-73.972364,40.7403652
4397,1,4,Manhattan,new york,12,,4,4990.0,275 South St Unit 10ff,1200.0,NY,275 South St Unit 10ff,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"275 South St Unit 10ff, new york, NY",-73.9877059,40.7107312
4398,1,2,Manhattan,new york,12,,4,3150.0,100 Suffolk St Unit 3w,600.0,NY,100 Suffolk St Unit 3w,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100 Suffolk St Unit 3w, new york, NY",-73.98609259999999,40.7184631
4399,1,3,Manhattan,new york,12,,4,3950.0,275 South St Unit 8O,800.0,NY,275 South St Unit 8O,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"275 South St Unit 8O, new york, NY",-73.9877059,40.7107312
4400,1,1,Manhattan,new york,12,,4,2110.0,245 W 34th St Unit 2A,550.0,NY,245 W 34th St Unit 2A,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"245 W 34th St Unit 2A, new york, NY",-73.9921832,40.7520296
4401,1,1,Manhattan,new york,12,,4,3300.0,143 W 30th St Unit 4B,606.0,NY,143 W 30th St Unit 4B,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"143 W 30th St Unit 4B, new york, NY",-73.9914388,40.7482509
4402,1,4,Manhattan,new york,12,,4,3300.0,527 W 147th St Unit 4I,1300.0,NY,527 W 147th St Unit 4I,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"527 W 147th St Unit 4I, new york, NY",-73.947884,40.827291
4403,1,0,Manhattan,new york,12,,4,1750.0,29 W 12th St Unit 17,250.0,NY,29 W 12th St Unit 17,1,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29 W 12th St Unit 17, new york, NY",-73.99559599999999,40.735334
4404,1,0,Manhattan,new york,12,,4,1650.0,240 W 64th St Unit 2F,350.0,NY,240 W 64th St Unit 2F,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"240 W 64th St Unit 2F, new york, NY",-73.9873226,40.7742744
4405,1,2,Manhattan,new york,12,,4,3200.0,320 E 35th St Unit 42,650.0,NY,320 E 35th St Unit 42,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"320 E 35th St Unit 42, new york, NY",-73.9743814,40.744784
4406,1,2,Manhattan,new york,12,,4,4650.0,312 11th Ave Unit 0,821.0,NY,312 11th Ave Unit 0,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"312 11th Ave Unit 0, new york, NY",-74.0037394,40.7530129
4407,1,2,Manhattan,new york,12,,4,3700.0,19 Commerce St Unit 25,700.0,NY,19 Commerce St Unit 25,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19 Commerce St Unit 25, new york, NY",-74.0043993,40.7318082
4408,1,1,Manhattan,new york,12,,4,3145.0,210 W 16th St Unit 4H,770.0,NY,210 W 16th St Unit 4H,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"210 W 16th St Unit 4H, new york, NY",-73.9994169,40.7399879
4409,1,1,Manhattan,new york,13,,4,2975.0,60 W 34th St Unit 0,550.0,NY,60 W 34th St Unit 0,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60 W 34th St Unit 0, new york, NY",-73.9875702,40.74947600000001
4410,1,1,Manhattan,new york,13,,4,3386.0,560 W 54th St Unit 0,650.0,NY,560 W 54th St Unit 0,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"560 W 54th St Unit 0, new york, NY",-73.9919647,40.7680338
4411,1,1,Manhattan,new york,13,,4,2394.0,1378 York Ave Unit 0,600.0,NY,1378 York Ave Unit 0,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1378 York Ave Unit 0, new york, NY",-73.9527346,40.7677765
4412,2,2,Manhattan,new york,13,,4,5250.0,390 South End Ave Unit 0,1200.0,NY,390 South End Ave Unit 0,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"390 South End Ave Unit 0, new york, NY",-74.01581949999999,40.7113693
4413,1,1,Manhattan,new york,13,,4,2550.0,151 Mott St Unit 0,640.0,NY,151 Mott St Unit 0,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151 Mott St Unit 0, new york, NY",-73.99653959999999,40.7194535
4414,1,0,Manhattan,new york,12,,4,2850.0,77 W 15th St Unit 418,500.0,NY,77 W 15th St Unit 418,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77 W 15th St Unit 418, new york, NY",-73.9959487,40.7380861
4415,1,1,Manhattan,new york,12,,4,2200.0,147 E 72nd St Unit 0,531.0,NY,147 E 72nd St Unit 0,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"147 E 72nd St Unit 0, new york, NY",-73.9617159,40.7704716
4416,1,6,Manhattan,new york,12,,4,70000.0,46 E 83rd St,5000.0,NY,46 E 83rd St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46 E 83rd St, new york, NY",-73.95995099999999,40.778529
4417,1,2,Manhattan,new york,12,,4,3700.0,29 Cornelia St Unit 25,720.0,NY,29 Cornelia St Unit 25,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29 Cornelia St Unit 25, new york, NY",-74.0024684,40.7314823
4418,1,0,Manhattan,new york,12,,4,1895.0,328 W 83rd St Unit 4G,350.0,NY,328 W 83rd St Unit 4G,1,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"328 W 83rd St Unit 4G, new york, NY",-73.98069009999999,40.787312
4419,2,3,Manhattan,new york,12,,4,3175.0,820 Riverside Dr Unit 3E,1000.0,NY,820 Riverside Dr Unit 3E,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"820 Riverside Dr Unit 3E, new york, NY",-73.9453915,40.8358056
4420,1,2,Manhattan,new york,12,,4,2900.0,417 E 65th St Unit 3d,750.0,NY,417 E 65th St Unit 3d,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"417 E 65th St Unit 3d, new york, NY",-73.95810159999999,40.7631127
4421,1,0,Manhattan,new york,12,,4,1875.0,345 E 76th St Unit 4b,450.0,NY,345 E 76th St Unit 4b,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"345 E 76th St Unit 4b, new york, NY",-73.95522799999999,40.77111
4422,1,0,Manhattan,new york,12,,4,2350.0,244 W 22nd St Unit 3a,450.0,NY,244 W 22nd St Unit 3a,0,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"244 W 22nd St Unit 3a, new york, NY",-73.99778599999999,40.7439142
4423,1,0,Manhattan,new york,12,,4,2200.0,41 Bedford St,1000.0,NY,41 Bedford St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41 Bedford St, new york, NY",-74.0043383,40.7301682
4424,1,1,Manhattan,new york,12,,4,2995.0,280 E 2nd St Unit 3,710.1765432098765,NY,280 E 2nd St Unit 3,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"280 E 2nd St Unit 3, new york, NY",-73.9800418,40.7208222
4425,1,0,Manhattan,new york,12,,4,2450.0,215 E 24th St Unit 4C,470.0,NY,215 E 24th St Unit 4C,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"215 E 24th St Unit 4C, new york, NY",-73.9815545,40.7392342
